SentenceId	Phrase	Sentiment
3232	As spent screen series go , Star Trek : Nemesis is even more suggestive of a 65th class reunion mixer where only eight surviving members show up -- and there 's nothing to drink .	2
304	What begins as a conventional thriller evolves into a gorgeously atmospheric meditation on life-changing chance encounters .	3
2995	Slow , silly and unintentionally hilarious .	2
6504	A cutesy romantic tale with a twist .	3
5240	I have returned from the beyond to warn you : this movie is 90 minutes long , and life is too short .	0
6816	It made me realize that we really have n't had a good cheesy B-movie playing in theaters since ... well ... since last week 's Reign of Fire .	1
4185	With nary a glimmer of self-knowledge , -LRB- Crane -RRB- becomes more specimen than character -- and Auto Focus remains a chilly , clinical lab report .	1
1865	The rich performances by Friel -- and especially Williams , an American actress who becomes fully English -- round out the square edges .	3
33	Ice Age is the first computer-generated feature cartoon to feel like other movies , and that makes for some glacial pacing early on .	2
7078	The inevitable double - and triple-crosses arise , but the only drama is in waiting to hear how John Malkovich 's reedy consigliere will pronounce his next line .	2
1373	There are now two signs that M. Night Shyamalan 's debut feature sucked up all he has to give to the mystic genres of cinema : Unbreakable and Signs .	0
6080	Jarecki and Gibney do find enough material to bring Kissinger 's record into question and explain how the diplomat 's tweaked version of statecraft may have cost thousands and possibly millions of lives .	2
1537	Many of Benjamins ' elements feel like they 've been patched in from an episode of Miami Vice .	2
4355	A simpler , leaner treatment would have been preferable ; after all , being about nothing is sometimes funnier than being about something .	1
6664	The problems of the people in Love in the Time of Money are hardly specific to their era .	2
7107	Proof of this is Ballistic : Ecks vs. Sever .	2
8431	`` ... something appears to have been lost in the translation this time .	0
6244	So earnest and well-meaning , and so stocked with talent , that you almost forget the sheer , ponderous awfulness of its script .	2
4233	Effective in all its aspects , Margarita Happy Hour represents an auspicious feature debut for Chaiken .	4
1126	Davis ... gets vivid performances from her cast and pulls off some deft Ally McBeal-style fantasy sequences .	4
5040	Not only a reminder of how they used to make movies , but also how they sometimes still can be made .	3
4072	He makes you realize that deep inside righteousness can be found a tough beauty .	4
2811	In any case , I would recommend Big Bad Love only to Winger fans who have missed her since 1995 's Forget Paris .	1
6724	The movie is a lumbering load of hokum but ... it 's at least watchable .	1
3659	Apart from anything else , this is one of the best-sustained ideas I have ever seen on the screen .	4
2376	Eddie Murphy and Owen Wilson have a cute partnership in I Spy , but the movie around them is so often nearly nothing that their charm does n't do a load of good .	1
4454	Your taste for Jonah - A Veggie Tales Movie may well depend on your threshold for pop manifestations of the Holy Spirit .	2
3157	The movie is virtually without context -- journalistic or historical .	0
6694	So verbally flatfooted and so emotionally predictable or bland that it plays like the standard made-for-TV movie .	2
1729	At times a bit melodramatic and even a little dated -LRB- depending upon where you live -RRB- , Ignorant Fairies is still quite good-natured and not a bad way to spend an hour or two .	3
3718	One of the most unpleasant things the studio has ever produced .	0
4412	We do n't even like their characters .	1
4149	Enchanted with low-life tragedy and liberally seasoned with emotional outbursts ... What is sorely missing , however , is the edge of wild , lunatic invention that we associate with Cage 's best acting .	2
7824	Comedy troupe Broken Lizard 's first movie is very funny but too concerned with giving us a plot .	2
5966	Almost nothing else -- raunchy and graphic as it may be in presentation -- is one-sided , outwardly sexist or mean-spirited .	2
1241	Maelstrom is strange and compelling , engrossing and different , a moral tale with a twisted sense of humor .	4
4902	As the princess , Sorvino glides gracefully from male persona to female without missing a beat .	3
5608	In addition to Hoffman 's powerful acting clinic , this is that rare drama that offers a thoughtful and rewarding glimpse into the sort of heartache everyone has felt , or will feel someday .	4
4945	There are n't many conclusive answers in the film , but there is an interesting story of pointed personalities , courage , tragedy and the little guys vs. the big guys .	3
2101	But even with the two-wrongs-make-a-right chemistry between Jolie and Burns ... this otherwise appealing picture loses its soul to Screenwriting For Dummies conformity .	2
5135	This is a nicely handled affair , a film about human darkness but etched with a light -LRB- yet unsentimental -RRB- touch .	3
1854	That the real Antwone Fisher was able to overcome his personal obstacles and become a good man is a wonderful thing ; that he has been able to share his story so compellingly with us is a minor miracle .	4
7727	The movie ends with outtakes in which most of the characters forget their lines and just utter ` uhhh , ' which is better than most of the writing in the movie .	1
4787	Defies logic , the laws of physics and almost anyone 's willingness to believe in it .	2
1025	It 's hard to believe that something so short could be so flabby .	1
4935	What could have been a daytime soap opera is actually a compelling look at a young woman 's tragic odyssey .	3
6441	Nair 's attention to detail creates an impeccable sense of place , while Thurman and Lewis give what can easily be considered career-best performances .	4
2820	This is one of those rare docs that paints a grand picture of an era and makes the journey feel like a party .	3
810	-LRB- Allen 's -RRB- best works understand why snobbery is a better satiric target than middle-America diversions could ever be .	3
6939	It 's touching and tender and proves that even in sorrow you can find humor .	3
8073	Although melodramatic and predictable , this romantic comedy explores the friendship between five Filipino-Americans and their frantic efforts to find love .	2
2478	A savage John Waters-like humor that dances on the edge of tastelessness without ever quite falling over .	2
4639	The picture uses humor and a heartfelt conviction to tell a story about discovering your destination in life , but also acknowledging the places , and the people , from whence you came .	3
8412	Yet it 's not quite the genre-busting film it 's been hyped to be because it plays everything too safe .	1
6130	As action-adventure , this space-based homage to Robert Louis Stevenson 's Treasure Island fires on all plasma conduits .	3
2616	What 's next ?	3
6921	It 's not so much a movie as a joint promotion for the National Basketball Association and teenaged rap and adolescent poster-boy Lil ' Bow Wow .	1
4460	Worth seeing just for Weaver and LaPaglia .	3
5367	The film has the courage of its convictions and excellent performances on its side .	4
1650	Returning director Rob Minkoff ... and screenwriter Bruce Joel Rubin ... have done a fine job of updating White 's dry wit to a new age .	4
4303	No amount of blood and disintegrating vampire cadavers can obscure this movie 's lack of ideas .	1
8522	Exhilarating , funny and fun .	4
733	It has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing .	3
8363	She boxes these women 's souls right open for us .	3
3079	For a film that celebrates radical , nonconformist values , What to Do in Case of Fire ?	2
5131	Serving Sara should be served an eviction notice at every theater stuck with it .	1
8166	If you grew up on Scooby -- you 'll love this movie .	3
4627	Enough is not a bad movie , just mediocre .	1
5103	Otherwise , this could be a passable date film .	1
3577	But , for that , why not watch a documentary ?	2
8085	What goes on for the 110 minutes of `` Panic Room '' is a battle of witlessness between a not-so-bright mother and daughter and an even less capable trio of criminals .	1
7691	The more you think about the movie , the more you will probably like it .	3
2046	... hopefully it 'll be at the dollar theatres by the time Christmas rolls around .	2
7886	This big screen caper has a good bark , far from being a bow-wow .	2
7122	The film 's sense of imagery gives it a terrible strength , but it 's propelled by the acting .	3
561	As the movie dragged on , I thought I heard a mysterious voice , and felt myself powerfully drawn toward the light -- the light of the exit sign .	0
4843	White Oleander may leave you rolling your eyes in the dark , but that does n't mean you wo n't like looking at it .	3
6779	The Pianist is Polanski 's best film .	4
4963	The beauty of the piece is that it counts heart as important as humor .	3
2086	This is a harrowing movie about how parents know where all the buttons are , and how to push them .	2
1911	Predictable storyline and by-the-book scripting is all but washed away by sumptuous ocean visuals and the cinematic stylings of director John Stockwell .	3
298	There is simply no doubt that this film asks the right questions at the right time in the history of our country .	4
713	Ferrara 's best film in years .	4
2407	A movie of technical skill and rare depth of intellect and feeling .	4
2137	It 's the sweet Cinderella story that `` Pretty Woman '' wanted to be .	3
6071	The story is so light and sugary that were it a Macy 's Thanksgiving Day Parade balloon , extra heavy-duty ropes would be needed to keep it from floating away .	2
7475	Ranges from laugh-out-loud hilarious to wonder-what - time-it-is tedious .	2
4734	There is a difference between movies with the courage to go over the top and movies that do n't care about being stupid	1
7933	It may not be history -- but then again , what if it is ?	2
2117	A film with almost as many delights for adults as there are for children and dog lovers .	4
3565	I found The Ring moderately absorbing , largely for its elegantly colorful look and sound .	3
7501	As well-acted and well-intentioned as All or Nothing is , however , the film comes perilously close to being too bleak , too pessimistic and too unflinching for its own good .	2
7144	The stunt work is top-notch ; the dialogue and drama often food-spittingly funny .	3
511	One Hour Photo may seem disappointing in its generalities , but it 's the little nuances that perhaps had to escape from director Mark Romanek 's self-conscious scrutiny to happen , that finally get under your skin .	1
4424	Like blended shades of lipstick , these components combine into one terrific story with lots of laughs .	4
3410	Reign of Fire is hardly the most original fantasy film ever made -- beyond Road Warrior , it owes enormous debts to Aliens and every previous dragon drama -- but that barely makes it any less entertaining .	3
7707	The gags are often a stitch .	3
3625	A half-assed film .	0
6484	See Scratch for the history , see Scratch for the music , see Scratch for a lesson in scratching , but , most of all , see it for the passion .	4
4090	The film is darkly funny in its observation of just how much more grueling and time-consuming the illusion of work is than actual work .	4
2997	Thanks to a small star with big heart , this family film sequel is plenty of fun for all .	4
6801	The first five minutes will have you talking 'til the end of the year !	3
8231	Though an important political documentary , this does not really make the case the Kissinger should be tried as a war criminal .	1
6702	It wo n't hold up over the long haul , but in the moment , Finch 's tale provides the forgettable pleasures of a Saturday matinee .	3
562	Will certainly appeal to Asian cult cinema fans and Asiaphiles interested to see what all the fuss is about .	3
2306	in period costume and with a bigger budget .	2
3445	Absolutely -LRB- and unintentionally -RRB- terrifying .	2
649	It 's a terrible movie in every regard , and utterly painful to watch .	0
4312	A sweet-tempered comedy that forgoes the knee-jerk misogyny that passes for humor in so many teenage comedies .	3
6230	It 's technically sumptuous but also almost wildly alive .	4
5612	What 's most offensive is n't the waste of a good cast , but the film 's denial of sincere grief and mourning in favor of bogus spiritualism .	0
5666	Make like the title and dodge this one .	0
1147	The rare Imax movie that you 'll wish was longer than an hour .	3
4093	-LRB- Lin Chung 's -RRB- voice is rather unexceptional , even irritating -LRB- at least to this Western ear -RRB- , making it awfully hard to buy the impetus for the complicated love triangle that develops between the three central characters .	1
8037	A flawed film but an admirable one that tries to immerse us in a world of artistic abandon and political madness and very nearly succeeds .	2
52	Finally coming down off of Miramax 's deep shelves after a couple of aborted attempts , Waking Up in Reno makes a strong case for letting sleeping dogs lie .	2
8500	Crossroads feels like a teenybopper Ed Wood film , replete with the pubescent scandalous innuendo and the high-strung but flaccid drama .	0
5591	Ben Kingsley is truly funny , playing a kind of Ghandi gone bad .	4
3715	What started out as a taut contest of wills between Bacon and Theron , deteriorates into a protracted and borderline silly chase sequence .	2
6945	Any reasonably creative eighth-grader could have written a more credible script , though with the same number of continuity errors .	0
2075	At its best , it 's Black Hawk Down with more heart .	3
6548	All in all , a great party .	3
5657	Yes , it 's as good as you remember .	3
7701	Although I did n't hate this one , it 's not very good either .	1
5441	What 's needed so badly but what is virtually absent here is either a saving dark humor or the feel of poetic tragedy .	1
1001	None of this is half as moving as the filmmakers seem to think .	1
7597	A polished and vastly entertaining caper film that puts the sting back into the con .	3
1016	Well , they 're ` they ' .	2
154	Feels like the work of an artist who is simply tired -- of fighting the same fights , of putting the weight of the world on his shoulders , of playing with narrative form .	1
6645	McKay shows crushingly little curiosity about , or is ill-equipped to examine , the interior lives of the characters in his film , much less incorporate them into his narrative .	0
1353	A beautifully observed character piece .	4
108	The narrative is so consistently unimaginative that probably the only way to have saved the film is with the aid of those wisecracking Mystery Science Theater 3000 guys .	2
3552	Despite suffering a sense-of-humour failure , The Man Who Wrote Rocky does not deserve to go down with a ship as leaky as this .	1
1034	Highly uneven and inconsistent ... Margarita Happy Hour kinda resembles the el cheapo margaritas served within .	0
8307	It 's not a classic spy-action or buddy movie , but it 's entertaining enough and worth a look .	2
4688	Despite its raucous intent , XXX is as conventional as a Nike ad and as rebellious as spring break .	2
1150	This filmed Tosca -- not the first , by the way -- is a pretty good job , if it 's filmed Tosca that you want .	3
6465	This is n't a movie ; it 's a symptom .	1
7668	An inventive , absorbing movie that 's as hard to classify as it is hard to resist .	4
7546	It is OK for a movie to be something of a sitcom apparatus , if the lines work , the humor has point and the actors are humanly engaged .	3
7409	I guess it just goes to show that if you give a filmmaker an unlimited amount of phony blood , nothing good can happen .	0
2331	All of it works smoothly under the direction of Spielberg , who does a convincing impersonation here of a director enjoying himself immensely .	4
1286	Chelsea Walls is a case of too many chefs fussing over too weak a recipe .	1
2589	The animated sequences are well done and perfectly constructed to convey a sense of childhood imagination and creating adventure out of angst .	4
1711	I 'm convinced I could keep a family of five blind , crippled , Amish people alive in this situation better than these British soldiers do at keeping themselves kicking .	1
2430	`` Me Without You '' is a probing examination of a female friendship set against a few dynamic decades .	2
5484	High Crimes knows the mistakes that bad movies make and is determined not to make them , and maybe that is nobility of a sort .	2
3844	the phone rings and a voice tells you you 've got seven days left to live .	2
4029	Like Brosnan 's performance , Evelyn comes from the heart .	4
505	It 's both degrading and strangely liberating to see people working so hard at leading lives of sexy intrigue , only to be revealed by the dispassionate Gantz brothers as ordinary , pasty lumpen .	3
5102	None of the characters or plot-lines are fleshed-out enough to build any interest .	1
7120	Parts of the film feel a bit too much like an infomercial for Ram Dass 's latest book aimed at the boomer demographic .	1
817	If you are curious to see the darker side of what 's going on with young TV actors -LRB- Dawson Leery did what ?!? -RRB- , or see some interesting storytelling devices , you might want to check it out , but there 's nothing very attractive about this movie .	1
2559	Jacquot 's strategy allows his cast the benefit of being able to give full performances ... while demonstrating vividly that the beauty and power of the opera reside primarily in the music itself .	3
7036	An inelegant combination of two unrelated shorts that falls far short of the director 's previous work in terms of both thematic content and narrative strength .	1
5165	Maid in Manhattan might not look so appealing on third or fourth viewing down the road ... But as a high concept vehicle for two bright stars of the moment who can rise to fans ' lofty expectations , the movie passes inspection .	2
1864	Leigh is n't breaking new ground , but he knows how a daily grind can kill love .	3
7482	While the frequent allusions to gurus and doshas will strike some Westerners as verging on mumbo-jumbo ... broad streaks of common sense emerge with unimpeachable clarity .	3
2211	Unfunny and lacking any sense of commitment to or affection for its characters , the Reginald Hudlin comedy relies on toilet humor , ethnic slurs .	0
346	Fails so fundamentally on every conventional level that it achieves some kind of goofy grandeur .	1
1611	Hugely entertaining from start to finish , featuring a fall from grace that still leaves shockwaves , it will gratify anyone who has ever suspected Hollywood of being overrun by corrupt and hedonistic weasels .	4
663	Brings to a spectacular completion one of the most complex , generous and subversive artworks of the last decade .	4
7532	A few energetic stunt sequences briefly enliven the film , but the wheezing terrorist subplot has n't the stamina for the 100-minute running time , and the protagonists ' bohemian boorishness mars the spirit of good clean fun .	2
3915	A chiller resolutely without chills .	0
6750	A sexy , surprising romance ... Idemoto and Kim make a gorgeous pair ... their scenes brim with sexual possibility and emotional danger .	4
1045	All the filmmakers are asking of us , is to believe in something that is improbable .	2
2558	A preposterously melodramatic paean to gang-member teens in Brooklyn circa 1958 .	2
7446	Shame on writer\/director Vicente Aranda for making a florid biopic about mad queens , obsessive relationships , and rampant adultery so dull .	1
5092	It is not what you see , it is what you think you see .	2
5693	This rich , bittersweet Israeli documentary , about the life of song-and-dance-man Pasach ` ke Burstein and his family , transcends ethnic lines .	3
3354	A journey spanning nearly three decades of bittersweet camaraderie and history , in which we feel that we truly know what makes Holly and Marina tick , and our hearts go out to them as both continue to negotiate their imperfect , love-hate relationship .	3
4993	Its weighty themes are too grave for youngsters , but the story is too steeped in fairy tales and other childish things to appeal much to teenagers .	1
8506	Like the chilled breath of oral storytelling frozen onto film .	3
7970	the film does n't sustain its initial promise with a jarring , new-agey tone creeping into the second half	1
3414	Pleasant but not more than recycled jock piffle .	1
7048	Vividly conveys the passion , creativity , and fearlessness of one of Mexico 's most colorful and controversial artists -- a captivating drama that will speak to the nonconformist in us all .	4
4369	An amateurish , quasi-improvised acting exercise shot on ugly digital video .	0
1506	A wishy-washy melodramatic movie that shows us plenty of sturm und drung , but explains its characters ' decisions only unsatisfactorily .	0
2347	While some will object to the idea of a Vietnam picture with such a rah-rah , patriotic tone , Soldiers ultimately achieves its main strategic objective : dramatizing the human cost of the conflict that came to define a generation .	1
7879	I found myself liking the film , though in this case one man 's treasure could prove to be another man 's garbage .	2
3701	It 's a testament to the film 's considerable charm that it succeeds in entertaining , despite playing out like a feature-length sitcom replete with stereotypical familial quandaries .	3
4765	With We Were Soldiers , Hollywood makes a valiant attempt to tell a story about the Vietnam War before the pathology set in .	3
4747	A tone poem of transgression .	3
5633	You know that ten bucks you 'd spend on a ticket ?	2
2010	underventilated	2
7850	Even if you do n't know the band or the album 's songs by heart , you will enjoy seeing how both evolve , and you will also learn a good deal about the state of the music business in the 21st Century .	3
3753	it 's refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original .	4
829	Chai 's structure and pacing are disconcertingly slack .	1
6042	It 's hard to care about a film that proposes as epic tragedy the plight of a callow rich boy who is forced to choose between his beautiful , self-satisfied 22-year-old girlfriend and an equally beautiful , self-satisfied 18-year-old mistress .	1
1264	The movie is as padded as Allen 's jelly belly .	1
3026	a delightful romantic comedy with plenty of bite .	3
5671	The problem with `` XXX '' is that its own action is n't very effective .	1
3530	The film is about the relationships rather than about the outcome .	2
1708	A rather average action film that benefits from several funny moments supplied by Epps .	2
7870	Aptly named , this shimmering , beautifully costumed and filmed production does n't work for me .	2
3246	-LRB- Screenwriter -RRB- Pimental took the Farrelly Brothers comedy and feminized it , but it is a rather poor imitation .	2
1566	Miller comes at film with bracing intelligence and a vision both painterly and literary .	4
8124	The picture runs a mere 84 minutes , but it 's no glance .	3
328	Perhaps a better celebration of these unfairly dismissed heroes would be a film that is n't this painfully forced , false and fabricated .	1
6690	He allows his cast members to make creative contributions to the story and dialogue .	3
2287	... delivers few moments of inspiration amid the bland animation and simplistic story .	2
6108	This is Christmas Future for a lot of baby boomers .	3
7152	All movie long , City by the Sea swings from one approach to the other , but in the end , it stays in formula -- which is a waste of De Niro , McDormand and the other good actors in the cast .	1
4295	I ca n't .	2
738	Anyone who wants to start writing screenplays can just follow the same blueprint from hundreds of other films , sell it to the highest bidder and walk away without anyone truly knowing your identity .	1
2276	Now here 's a sadistic bike flick that would have made Vittorio De Sica proud .	3
4103	Seen in that light , Moonlight Mile should strike a nerve in many .	3
5878	It 's a hellish , numbing experience to watch , and it does n't offer any insights that have n't been thoroughly debated in the media already , back in the Dahmer heyday of the mid - '90s .	1
4015	Evelyn 's strong cast and surehanded direction make for a winning , heartwarming yarn .	3
2303	Starts slowly , but Adrien Brody -- in the title role -- helps make the film 's conclusion powerful and satisfying .	3
155	... stale and uninspired .	1
1590	The kind of sense of humor that derives from a workman 's grasp of pun and entendre and its attendant need to constantly draw attention to itself .	2
2038	This charming , thought-provoking New York fest of life and love has its rewards .	4
3350	There is a subversive element to this Disney cartoon , providing unexpected fizzability .	3
4746	It collapses when Mr. Taylor tries to shift the tone to a thriller 's rush .	1
1457	Overwrought , melodramatic bodice-ripper .	1
1479	Stevens ' vibrant creative instincts are the difference between this and countless other flicks about guys and dolls .	3
7511	A slow-moving police-procedural thriller that takes its title all too literally .	1
7095	In both the writing and cutting , it does not achieve the kind of dramatic unity that transports you .	2
8460	This pathetic junk is barely an hour long .	0
3196	Otto-Sallies has a real filmmaker 's eye .	3
382	Just a bunch of good actors flailing around in a caper that 's neither original nor terribly funny .	0
5462	Adaptation is simply brilliant .	4
25	The plot is romantic comedy boilerplate from start to finish .	2
6002	Theological matters aside , the movie is so clumsily sentimental and ineptly directed it may leave you speaking in tongues .	1
534	It 's actually too sincere -- the crime movie equivalent of a chick flick .	2
8096	Movies like High Crimes flog the dead horse of surprise as if it were an obligation .	0
5196	`` It 's all about the image . ''	2
5777	Those who trek to the ` plex predisposed to like it probably will enjoy themselves .	3
4810	Reggio and Glass so rhapsodize cynicism , with repetition and languorous slo-mo sequences , that Glass 's dirgelike score becomes a fang-baring lullaby .	1
2715	The comedy makes social commentary more palatable .	2
2189	Cho 's timing is priceless .	4
1010	Stone seems to have a knack for wrapping the theater in a cold blanket of urban desperation .	1
1819	You just know something terrible is going to happen .	2
6833	Yes , MIBII is rote work and predictable , but with a philosophical visual coming right at the end that extravagantly redeems it .	3
3305	This little film is so slovenly done , so primitive in technique , that it ca n't really be called animation .	0
6564	The best animated feature to hit theaters since Beauty and the Beast 11 years ago .	4
3814	What lifts the film high above run-of-the-filth gangster flicks is its refusal to recognise any of the signposts , as if discovering a way through to the bitter end without a map .	3
7863	The movie is a mess from start to finish .	1
2059	Forgettable , if good-hearted , movie .	1
1860	`` I blame all men for war , '' -LRB- the warden 's daughter -RRB- tells her father .	2
7178	Coral Reef Adventure is a heavyweight film that fights a good fight on behalf of the world 's endangered reefs -- and it lets the pictures do the punching .	3
8444	Sunk by way too much indulgence of scene-chewing , teeth-gnashing actorliness .	0
1020	For every cheesy scene , though , there is a really cool bit -- the movie 's conception of a future-world holographic librarian -LRB- Orlando Jones -RRB- who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized .	3
8461	-LRB- Taylor -RRB- takes us on a ride that 's consistently surprising , easy to watch -- but , oh , so dumb .	2
5819	Grant is certainly amusing , but the very hollowness of the character he plays keeps him at arms length	1
7092	Yes , I have given this movie a rating of zero .	0
6853	Mastering its formidable arithmetic of cameras and souls , Group articulates a flood of emotion .	3
4888	Presents a good case while failing to provide a reason for us to care beyond the very basic dictums of human decency .	2
3892	One big blustery movie where nothing really happens .	1
1482	But it does somehow manage to get you under its spell .	3
7802	Rich in atmosphere of the post-war art world , it manages to instruct without reeking of research library dust .	3
5496	Toes the fine line between cheese and earnestness remarkably well ; everything is delivered with such conviction that it 's hard not to be carried away .	3
1933	The Bourne Identity should n't be half as entertaining as it is , but director Doug Liman and his colleagues have managed to pack it with enough action to satisfy the boom-bam crowd without a huge sacrifice of character and mood .	3
2082	Elling builds gradually until you feel fully embraced by this gentle comedy .	3
8140	Gambling and throwing a basketball game for money is n't a new plot -- in fact Toback himself used it in Black and White .	2
148	Too clumsy in key moments ... to make a big splash .	1
8006	The great pity is that those responsible did n't cut their losses -- and ours -- and retitle it The Adventures of Direct-to-Video Nash , and send it to its proper home .	1
1784	As an introduction to the man 's theories and influence , Derrida is all but useless ; as a portrait of the artist as an endlessly inquisitive old man , however , it 's invaluable .	3
5524	It comes off as so silly that you would n't be surprised if BA , Murdock and rest of the A-Team were seen giving chase in a black and red van .	2
768	It looks much more like a cartoon in the end than The Simpsons ever has .	2
402	The movie plays up the cartoon 's more obvious strength of snazziness while neglecting its less conspicuous writing strength .	2
5294	The cinematic equivalent of patronizing a bar favored by pretentious , untalented artistes who enjoy moaning about their cruel fate .	1
4834	It 's stylishly directed with verve ...	3
2197	... Ice Age treads predictably along familiar territory , making it a passable family film that wo n't win many fans over the age of 12 .	2
3726	-LRB- F -RRB- rom the performances and the cinematography to the outstanding soundtrack and unconventional narrative , the film is blazingly alive and admirable on many levels .	3
4480	While Glover , the irrepressible eccentric of River 's Edge , Dead Man and Back to the Future , is perfect casting for the role , he represents Bartleby 's main overall flaw .	2
6138	Does anyone much think the central story of Brendan Behan is that he was a bisexual sweetheart before he took to drink ?	2
2253	-LRB- A -RRB- rare movie that makes us re-assess the basis for our lives and evaluate what is truly ours in a world of meaningless activity .	2
8262	Oozes condescension from every pore .	2
7598	Most folks with a real stake in the American sexual landscape will find it either moderately amusing or just plain irrelevant .	2
1395	This thing is virtually unwatchable .	0
3236	There are far worse messages to teach a young audience , which will probably be perfectly happy with the sloppy slapstick comedy .	2
282	First , for a movie that tries to be smart , it 's kinda dumb .	1
1181	Hey , Happy !	3
7990	A mix of gritty realism , crisp storytelling and radiant compassion that effortlessly draws you in .	4
4368	It is different from others in its genre in that it is does not rely on dumb gags , anatomical humor , or character cliches ; it primarily relies on character to tell its story .	4
5769	Much like Robin Williams , Death to Smoochy has already reached its expiration date .	1
4671	Kaufman 's script is never especially clever and often is rather pretentious .	1
5042	It follows the basic plot trajectory of nearly every Schwarzenegger film : Someone crosses Arnie .	2
2441	If `` Lilo & Stitch '' is n't the most edgy piece of Disney animation to hit the silver screen , then this first film to use a watercolor background since `` Dumbo '' certainly ranks as the most original in years .	4
1028	-- that the ` true story ' by which All the Queen 's Men is allegedly `` inspired '' was a lot funnier and more deftly enacted than what 's been cobbled together onscreen .	1
1095	Reassuring , retro uplifter .	4
4733	A retread of material already thoroughly plumbed by Martin Scorsese .	1
7153	Miyazaki 's nonstop images are so stunning , and his imagination so vivid , that the only possible complaint you could have about Spirited Away is that there is no rest period , no timeout .	4
773	Charlotte Sometimes is a gem .	3
7652	Disappointing in comparison to other recent war movies ... or any other John Woo flick for that matter .	1
3589	A lot of fun , with an undeniable energy sparked by two actresses in their 50s working at the peak of their powers .	4
791	The movie is a trove of delights .	4
8075	Brosnan gives a portrayal as solid and as perfect as his outstanding performance as Bond in Die Another Day .	4
2041	Neither the funniest film that Eddie Murphy nor Robert De Niro has ever made , Showtime is nevertheless efficiently amusing for a good while .	3
7264	It appears as if even the filmmakers did n't know what kind of movie they were making .	0
3970	Full of bland hotels , highways , parking lots , with some glimpses of nature and family warmth , Time Out is a discreet moan of despair about entrapment in the maze of modern life .	1
1323	Control-Alt-Delete Simone as quickly as possible	0
5326	Much smarter and more attentive than it first sets out to be .	3
8263	Clumsy , obvious , preposterous , the movie will likely set the cause of woman warriors back decades .	0
2414	An engrossing story that combines psychological drama , sociological reflection , and high-octane thriller .	4
4069	A compelling story of musical passion against governmental odds .	3
4518	Writer-director Stephen Gaghan has made the near-fatal mistake of being what the English call ` too clever by half . '	1
1998	Deadly dull , pointless meditation on losers in a gone-to-seed hotel .	1
4648	One of those rare films that seems as though it was written for no one , but somehow manages to convince almost everyone that it was put on the screen , just for them .	4
789	If -LRB- Jaglom 's -RRB- latest effort is not the director at his most sparkling , some of its repartee is still worth hearing .	3
4922	Not even Steven Spielberg has dreamed up such blatant and sickening product placement in a movie .	0
1868	Five screenwriters	2
8377	My only wish is that Celebi could take me back to a time before I saw this movie and I could just skip it .	0
6987	insightfully written , delicately performed	4
6199	Needed a little less bling-bling and a lot more romance .	1
7645	Do n't let the subtitles fool you ; the movie only proves that Hollywood no longer has a monopoly on mindless action .	1
6069	No laughs .	1
5050	Nothing more than a widget cranked out on an assembly line to see if stupid Americans will get a kick out of goofy Brits with cute accents performing ages-old slapstick and unfunny tricks .	1
1878	Gooding and Coburn are both Oscar winners , a fact which , as you watch them clumsily mugging their way through Snow Dogs , seems inconceivable .	1
1904	The only upside to all of this unpleasantness is , given its Labor Day weekend upload , FearDotCom should log a minimal number of hits .	2
567	A thriller whose style , structure and rhythms are so integrated with the story , you can not separate them .	3
8005	Tom Green and an Ivy League college should never appear together on a marquee , especially when the payoff is an unschooled comedy like Stealing Harvard , which fails to keep 80 minutes from seeming like 800 .	2
1236	Grant is n't Cary and Bullock is n't Katherine .	1
296	The filmmakers might want to look it up .	2
6495	A knowing look at female friendship , spiked with raw urban humor .	3
3792	Decent but dull .	1
3080	The film grows on you .	3
2895	Warm and exotic .	3
190	The film rehashes several old themes and is capped with pointless extremes -- it 's insanely violent and very graphic .	0
1389	A few pieces of the film buzz and whir ; very little of it actually clicks .	1
7648	A pleasant and engaging enough sit , but in trying to have the best of both worlds it ends up falling short as a whole .	1
6588	An average coming-of-age tale elevated by the wholesome twist of a pesky mother interfering during her son 's discovery of his homosexuality .	2
797	... the tale of her passionate , tumultuous affair with Musset unfolds as Sand 's masculine persona , with its love of life and beauty , takes form .	3
7619	Seagal , who looks more like Danny Aiello these days , mumbles his way through the movie .	0
8322	The message is that even the most unlikely can link together to conquer all kinds of obstacles , whether they be of nature , of man or of one another .	2
8490	An engaging , formulaic sports drama that carries a charge of genuine excitement .	3
64	The characters are more deeply thought through than in most ` right-thinking ' films .	3
5620	There 's not a spark of new inspiration in it , just more of the same , done with noticeably less energy and imagination .	1
4204	Broomfield reminds us that beneath the hype , the celebrity , the high life , the conspiracies and the mystery there were once a couple of bright young men -- promising , talented , charismatic and tragically doomed .	3
4758	The movie straddles the fence between escapism and social commentary , and on both sides it falls short .	1
5936	It 's mindless junk like this that makes you appreciate original romantic comedies like Punch-Drunk Love .	2
8414	Intelligent , caustic take on a great writer and dubious human being .	3
8454	The film did n't move me one way or the other , but it was an honest effort and if you want to see a flick about telemarketers this one will due .	2
2785	A derivative collection of horror and sci-fi cliches .	0
874	Waiting for Godard can be fruitful : ` In Praise of Love ' is the director 's epitaph for himself .	3
